,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
56,1232124.0,35000.0,7000.0, 60 months,12.69%,396.92,Cigna,10+ years,RENT,78000.0,Source Verified,Fully Paid,major_purchase,NC,23.25,0.0,0.0,16.0,0.0,0.0,22.0,0.0,2161.663244,12000.0,2920.16,0.0,0.0,0.0,3292.82,0.0,0.0,D
57,1211949.0,15000.0,3000.0, 36 months,19.69%,372.87,,2 years,MORTGAGE,110004.0,Verified,Current,home_improvement,CO,13.06,0.0,0.0,14.0,0.0,6123.0,19.0,0.0,22381.96262,5000.0,1517.36,0.0,0.0,19.7257,520.99,0.0,0.0,B
58,1066810.0,24000.0,6700.0, 36 months,15.96%,246.07,Long Agency Inc.,5 years,OWN,62000.0,Not Verified,Fully Paid,debt_consolidation,NC,15.73,0.0,1.0,15.0,0.0,0.0,20.0,0.0,8632.130008,15000.0,1151.87,0.0,679.72,2.16,2661.17,0.0,0.0,B
59,1212323.0,24000.0,15000.0, 60 months,19.91%,190.52,mckinstry co.,10+ years,RENT,75000.0,Not Verified,Fully Paid,debt_consolidation,TX,14.51,0.0,2.0,15.0,0.0,2396.0,20.0,0.0,1246.55,17000.0,455.19,0.0,0.0,0.0,738.35,0.0,0.0,A
60,1292208.0,24000.0,8825.0, 60 months,6.03%,46.31,Wells Fargo ,3 years,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,CA,21.99,0.0,3.0,6.0,0.0,43117.0,25.0,0.0,14076.16404,7500.0,4126.95,0.0,0.0,0.0,11999.68,0.0,0.0,C
61,1244127.0,2500.0,9150.0, 60 months,8.90%,136.69,Lowe's Incorporated,3 years,RENT,53000.0,Source Verified,Fully Paid,credit_card,NY,18.26,0.0,0.0,11.0,0.0,6924.0,34.0,0.0,28161.21225,6865.36,925.98,14.89563004,0.0,6.703499998,257.82,0.0,0.0,B
62,1024465.0,6000.0,18000.0, 36 months,14.27%,375.49,Undisclosed,1 year,MORTGAGE,33600.0,Verified,Fully Paid,credit_card,LA,6.18,0.0,0.0,17.0,0.0,6710.0,17.0,0.0,16412.45684,7500.0,1435.18,0.0,0.0,0.0,355.39,0.0,0.0,C
63,1290022.0,35000.0,16950.0, 60 months,10.59%,213.29,laufen international inc,3 years,MORTGAGE,36000.0,Verified,Fully Paid,debt_consolidation,OR,18.6,0.0,0.0,13.0,0.0,26676.0,28.0,0.0,3315.960887,7000.0,1522.6,0.0,0.0,0.0,221.14,0.0,0.0,B
64,1043237.0,6000.0,27000.0, 60 months,10.65%,304.36,Frontier Communications,2 years,MORTGAGE,33600.0,Not Verified,Fully Paid,small_business,CA,11.49,0.0,0.0,9.0,0.0,9284.0,18.0,0.0,20070.3477,13500.0,2479.05,0.0,0.0,0.0,162.99,0.0,0.0,C
65,1234245.0,5600.0,6000.0, 36 months,6.03%,184.9,"Lipsitz & Ponterio, LLC",< 1 year,RENT,65000.0,Source Verified,Fully Paid,credit_card,FL,8.82,0.0,0.0,13.0,0.0,8290.0,9.0,0.0,21311.85,8500.0,3158.04,0.0,0.0,12.5149,504.86,0.0,0.0,D
66,1071294.0,19750.0,18250.0, 36 months,5.42%,206.52,Ebsco Publishing,10+ years,RENT,28800.0,Not Verified,Fully Paid,credit_card,MA,16.2,0.0,0.0,11.0,0.0,10081.0,18.0,0.0,9304.363528,4900.0,708.09,0.0,273.38,0.0,4237.76,0.0,0.0,E
67,1262847.0,16000.0,30000.0, 36 months,19.42%,113.37,Gainsco Insureance,10+ years,RENT,36000.0,Verified,Fully Paid,other,CA,22.71,0.0,1.0,10.0,1.0,7557.0,19.0,0.0,28773.26178,9698.23,681.3,0.0,0.0,0.0,13556.68,0.0,0.0,B
68,1230753.0,6400.0,4500.0, 60 months,14.27%,165.38,highlands christian school,2 years,RENT,39500.0,Not Verified,Fully Paid,debt_consolidation,NY,23.31,0.0,0.0,5.0,0.0,1718.0,29.0,0.0,6904.600001,4000.0,2220.41,0.0,0.0,0.0,8570.73,0.0,0.0,F
69,1048951.0,20000.0,12500.0, 60 months,13.49%,310.29,,10+ years,MORTGAGE,75000.0,Source Verified,Fully Paid,other,NM,18.69,0.0,1.0,8.0,0.0,28285.0,22.0,0.0,18234.29441,1700.98,4620.67,0.0,272.09,0.0,5332.01,0.0,0.0,A
70,1030300.0,22125.0,21000.0, 36 months,17.27%,375.49,hampton inn,< 1 year,MORTGAGE,55000.0,Verified,Fully Paid,medical,TX,13.45,0.0,1.0,9.0,0.0,728.0,6.0,0.0,1114.27,858.26,2284.5,0.0,0.0,0.0,245.14,0.0,0.0,B
71,1285253.0,21000.0,13000.0, 36 months,7.51%,673.79,Three Rivers Fellowship Church,< 1 year,MORTGAGE,19000.0,Source Verified,Fully Paid,home_improvement,MO,17.46,0.0,1.0,22.0,0.0,6981.0,20.0,2814.63,5986.830005,11000.0,1487.76,0.0,0.0,0.0,1594.64,0.0,0.0,E
72,1231103.0,7000.0,14400.0, 60 months,10.65%,528.88,CITGO,6 years,MORTGAGE,55000.0,Verified,Fully Paid,credit_card,MD,4.96,0.0,1.0,9.0,0.0,3506.0,5.0,0.0,28225.06,13500.0,5060.83,0.0,0.0,0.0,21054.59,0.0,0.0,C
73,1089538.0,17600.0,7200.0, 60 months,11.71%,186.67,Department of Homeland Security-TSA,3 years,RENT,56472.0,Source Verified,Current,other,NJ,5.63,0.0,1.0,22.0,0.0,15698.0,24.0,0.0,25722.84975,14200.0,649.2,0.0,22.35,0.0,11603.75,0.0,0.0,B
74,1265621.0,14125.0,12300.0, 36 months,7.51%,327.77,chevron station,2 years,RENT,54996.0,Not Verified,Charged Off,other,FL,24.29,0.0,1.0,15.0,0.0,3019.0,28.0,0.0,24639.75999,8875.0,9762.09,0.0,0.0,0.0,3411.15,0.0,0.0,A
75,1188909.0,4350.0,13000.0, 36 months,7.51%,109.52,NiSource Inc.,< 1 year,RENT,50000.0,Verified,Fully Paid,debt_consolidation,CA,16.18,0.0,0.0,5.0,0.0,214.0,26.0,0.0,7999.141468,18225.0,1027.37,0.0,0.0,0.0,181.0,0.0,0.0,B
76,1257431.0,19000.0,2875.0, 36 months,10.99%,353.71,Booz Allen Hamilton,4 years,MORTGAGE,38397.0,Not Verified,Fully Paid,debt_consolidation,CA,10.75,0.0,0.0,6.0,0.0,23574.0,15.0,0.0,6000.75,11108.17,3216.88,0.0,0.0,0.0,176.75,0.0,0.0,A
77,1296266.0,25000.0,24250.0, 36 months,8.49%,386.7,Colgate Palmolive Company,< 1 year,RENT,40000.0,Source Verified,Charged Off,debt_consolidation,AL,16.58,0.0,0.0,10.0,2.0,4266.0,16.0,1994.01,1246.4,14400.0,1141.12,0.0,0.0,0.0,18.86,0.0,0.0,B
78,1054612.0,9000.0,18000.0, 36 months,14.27%,661.52,Berkshire Medical Center,4 years,MORTGAGE,37947.0,Verified,Fully Paid,debt_consolidation,CA,23.59,0.0,0.0,21.0,0.0,31157.0,13.0,591.8,9658.655329,6000.0,3034.08,0.0,0.0,0.0,8965.23,0.0,0.0,E
79,1109970.0,35000.0,17625.0, 36 months,7.49%,718.85,East Coast Drilling  and  Blasting,10+ years,MORTGAGE,50700.0,Not Verified,Fully Paid,credit_card,WA,1.03,0.0,2.0,3.0,0.0,11144.0,24.0,285.12,5085.23,3000.0,1015.67,0.0,0.0,0.0,628.04,0.0,0.0,G
80,1300082.0,14000.0,4000.0, 36 months,12.42%,497.63,San Francisco Public Library,9 years,RENT,18000.0,Verified,Fully Paid,wedding,TX,10.1,0.0,1.0,8.0,0.0,4490.0,27.0,0.0,30861.56,8000.0,2141.07,0.0,0.0,0.0,383.92,0.0,0.0,D
81,1287749.0,4000.0,2000.0, 60 months,8.49%,122.15,National Basketball Association,5 years,MORTGAGE,48000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.85,0.0,2.0,15.0,0.0,13683.0,19.0,0.0,18974.13001,14400.0,538.94,0.0,0.0,0.0,3263.76,0.0,0.0,D
82,1296299.0,4800.0,12100.0, 36 months,20.89%,807.01,Cerner Corporation,2 years,RENT,63900.0,Verified,Fully Paid,debt_consolidation,NY,20.02,0.0,0.0,9.0,0.0,9048.0,11.0,0.0,17904.41138,18250.0,3241.79,15.00000004,0.0,0.0,131.08,0.0,0.0,A
83,1062202.0,5600.0,8400.0, 60 months,7.90%,404.27,AB Tech Community College,10+ years,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,NY,20.58,0.0,1.0,7.0,0.0,11444.0,10.0,0.0,4830.45051,12000.0,451.32,0.0,0.0,0.0,177.82,0.0,0.0,E
84,1277452.0,10000.0,6000.0, 36 months,14.27%,102.93,Plaza Private Residences,6 years,MORTGAGE,8280.0,Not Verified,Fully Paid,debt_consolidation,CA,3.88,0.0,2.0,7.0,0.0,7249.0,44.0,0.0,5971.644325,3000.0,2899.91,0.0,0.0,0.0,1122.55,0.0,0.0,D
85,1240329.0,16775.0,5000.0, 36 months,12.99%,495.87,"16th MP BDE, U.S. Army",< 1 year,MORTGAGE,46000.0,Source Verified,Fully Paid,credit_card,FL,10.8,0.0,0.0,4.0,0.0,19484.0,32.0,0.0,7103.02,2888.44,5901.54,0.0,0.0,0.0,786.01,0.0,0.0,C
86,1082722.0,20000.0,5000.0, 36 months,13.49%,158.77,Regional Transportation District - Denve,8 years,MORTGAGE,37440.0,Source Verified,Current,credit_card,GA,8.14,0.0,0.0,6.0,0.0,16233.0,19.0,0.0,13126.92211,15000.0,1881.66,28.62099311,0.0,0.0,15147.08,0.0,0.0,D
87,1016508.0,1200.0,21000.0, 36 months,10.99%,704.45,Genesis Medical Center,4 years,MORTGAGE,162500.0,Source Verified,Fully Paid,debt_consolidation,NJ,17.34,0.0,0.0,9.0,0.0,6637.0,36.0,0.0,11907.35,13054.9,497.54,0.0,0.0,4.72,545.96,0.0,0.0,A
88,1050022.0,28000.0,32000.0, 60 months,8.90%,229.12,Kaiser Permanente,10+ years,MORTGAGE,98000.0,Source Verified,Charged Off,debt_consolidation,NY,22.58,3.0,1.0,7.0,0.0,2830.0,21.0,0.0,35846.70807,1380.65,171.9,0.0,0.0,0.0,158.77,0.0,0.0,D
89,1288760.0,1000.0,12000.0, 36 months,5.99%,593.49,Spacelabs heatlhcare,8 years,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,FL,7.98,0.0,0.0,10.0,1.0,38144.0,15.0,0.0,21867.63942,11875.0,1207.42,0.0,69.13,0.0,615.84,0.0,0.0,B
